성별,생일,결혼유무,종교유무,직업코드,소득,지역코드,나이,직업,연령대
남성,1955,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,45,작물재배 종사자,중년
여성,1959,결혼,없음,421.0,152.0,광주/전남/전북/제주도,41,의료 복지 관련 서비스 종사자,중년
남성,1963,결혼,없음,612.0,241.61901596892534,광주/전남/전북/제주도,37,원예 및 조경 종사자,중년
남성,1940,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,60,작물재배 종사자,노년
여성,1941,결혼,없음,941.0,20.0,광주/전남/전북/제주도,59,청소원 및 환경 미화원,중년
남성,1956,무응답,있음,941.0,241.61901596892534,광주/전남/전북/제주도,44,청소원 및 환경 미화원,중년
여성,1995,무응답,있음,999.0,241.61901596892534,광주/전남/전북/제주도,5,기타 서비스관련 단순 종사원,청년
남성,1935,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,65,작물재배 종사자,노년
여성,1934,무응답,없음,611.0,241.61901596892534,광주/전남/전북/제주도,66,작물재배 종사자,노년
남성,1976,결혼,있음,875.0,241.61901596892534,광주/전남/전북/제주도,24,건설 및 채굴 기계운전원,청년
여성,1963,이혼,있음,530.0,50.0,광주/전남/전북/제주도,37,방문 노점 및 통신 판매 관련 종사자,중년
여성,1992,무응답,있음,953.0,32.0,광주/전남/전북/제주도,8,판매관련 단순 종사원,청년
여성,1992,무응답,있음,952.0,80.0,광주/전남/전북/제주도,8,음식관련 단순 종사원,청년
여성,1970,결혼,없음,999.0,60.1,광주/전남/전북/제주도,30,기타 서비스관련 단순 종사원,중년
남성,1960,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,40,작물재배 종사자,중년
여성,1959,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,41,작물재배 종사자,중년
남성,1980,결혼,없음,841.0,241.61901596892534,수도권,20,주조 및 금속 가공관련 기계조작원,청년
여성,1982,결혼,없음,313.0,82.8,수도권,18,회계 및 경리 사무원,청년
남성,1974,무응답,없음,910.0,241.61901596892534,서울,26,건설 및 광업 단순 종사원,청년
남성,1977,무응답,없음,922.0,100.0,서울,23,배달원,청년
남성,1949,결혼,있음,941.0,114.5,서울,51,청소원 및 환경 미화원,중년
남성,1974,결혼,없음,771.0,241.61901596892534,수도권,26,건설구조관련 기능 종사자,청년
남성,1935,결혼,없음,399.0,241.61901596892534,수도권,65,고객 상담 및 기타 사무원,노년
남성,1976,결혼,있음,510.0,232.0,수도권,24,영업 종사자,청년
여성,1979,결혼,있음,247.0,179.0,수도권,21,사회복지관련 종사자,청년
남성,1957,결혼,있음,530.0,241.61901596892534,수도권,43,방문 노점 및 통신 판매 관련 종사자,중년
여성,1963,결혼,있음,211.0,358.3,수도권,37,생명 및 자연 과학 관련 전문가,중년
남성,1946,결혼,있음,823.0,241.61901596892534,광주/전남/전북/제주도,54,세탁관련 기계조작원,중년
여성,1949,결혼,있음,823.0,241.61901596892534,광주/전남/전북/제주도,51,세탁관련 기계조작원,중년
남성,1947,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,53,작물재배 종사자,중년
여성,1953,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,47,작물재배 종사자,중년
남성,1940,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,60,작물재배 종사자,노년
여성,1946,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,54,작물재배 종사자,중년
남성,1974,결혼,있음,312.0,215.0,광주/전남/전북/제주도,26,경영관련 사무원,청년
여성,1981,결혼,있음,930.0,110.0,광주/전남/전북/제주도,19,제조관련 단순 종사원,청년
남성,1969,결혼,없음,942.0,191.0,광주/전남/전북/제주도,31,경비원 및 검표원,중년
여성,1971,결혼,없음,953.0,241.61901596892534,광주/전남/전북/제주도,29,판매관련 단순 종사원,청년
남성,1953,결혼,없음,930.0,157.0,광주/전남/전북/제주도,47,제조관련 단순 종사원,중년
남성,1941,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,59,작물재배 종사자,중년
여성,1942,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,58,작물재배 종사자,중년
남성,1965,결혼,있음,873.0,301.6,광주/전남/전북/제주도,35,자동차 운전원,중년
남성,1933,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,67,작물재배 종사자,노년
여성,1942,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,58,작물재배 종사자,중년
남성,1946,결혼,없음,442.0,241.61901596892534,광주/전남/전북/제주도,54,음식서비스 종사자,중년
여성,1950,결혼,없음,442.0,241.61901596892534,광주/전남/전북/제주도,50,음식서비스 종사자,중년
여성,1972,이혼,없음,442.0,250.0,광주/전남/전북/제주도,28,음식서비스 종사자,청년
남성,1964,결혼,있음,772.0,158.0,광주/전남/전북/제주도,36,건설관련 기능 종사자,중년
여성,1971,결혼,있음,521.0,200.0,광주/전남/전북/제주도,29,매장 판매 종사자,청년
남성,1936,결혼,있음,941.0,20.0,광주/전남/전북/제주도,64,청소원 및 환경 미화원,노년
남성,1955,결혼,있음,873.0,241.61901596892534,광주/전남/전북/제주도,45,자동차 운전원,중년
여성,1991,무응답,있음,247.0,144.8,광주/전남/전북/제주도,9,사회복지관련 종사자,청년
남성,1981,결혼,없음,312.0,231.0,광주/전남/전북/제주도,19,경영관련 사무원,청년
남성,1973,결혼,있음,510.0,303.3,광주/전남/전북/제주도,27,영업 종사자,청년
여성,1975,결혼,있음,873.0,40.0,광주/전남/전북/제주도,25,자동차 운전원,청년
남성,1967,결혼,없음,873.0,241.61901596892534,광주/전남/전북/제주도,33,자동차 운전원,중년
여성,1970,결혼,없음,313.0,212.0,광주/전남/전북/제주도,30,회계 및 경리 사무원,중년
남성,1965,결혼,없음,873.0,241.61901596892534,광주/전남/전북/제주도,35,자동차 운전원,중년
남성,1993,무응답,없음,312.0,142.1,광주/전남/전북/제주도,7,경영관련 사무원,청년
남성,1941,결혼,있음,999.0,20.0,광주/전남/전북/제주도,59,기타 서비스관련 단순 종사원,중년
남성,1965,결혼,없음,285.0,241.61901596892534,광주/전남/전북/제주도,35,디자이너,중년
여성,1975,결혼,없음,442.0,44.0,광주/전남/전북/제주도,25,음식서비스 종사자,청년
남성,1931,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,69,작물재배 종사자,노년
남성,1940,결혼,없음,611.0,241.61901596892534,광주/전남/전북/제주도,60,작물재배 종사자,노년
남성,1966,결혼,있음,135.0,593.3,서울,34,정보통신관련 관리자,중년
남성,1974,결혼,있음,134.0,329.1,서울,26,문화 예술 디자인 및 영상 관련 관리자,청년
남성,1976,결혼,있음,313.0,360.0,수도권,24,회계 및 경리 사무원,청년
여성,1976,결혼,있음,510.0,241.61901596892534,수도권,24,영업 종사자,청년
여성,1944,결혼,있음,941.0,76.0,수도권,56,청소원 및 환경 미화원,중년
남성,1972,무응답,없음,442.0,374.2,수도권,28,음식서비스 종사자,청년
여성,1948,결혼,없음,951.0,50.0,수도권,52,가사 및 육아 도우미,중년
여성,1949,결혼,있음,951.0,241.61901596892534,광주/전남/전북/제주도,51,가사 및 육아 도우미,중년
여성,1943,무응답,없음,941.0,20.0,광주/전남/전북/제주도,57,청소원 및 환경 미화원,중년
남성,1941,결혼,없음,942.0,72.5,광주/전남/전북/제주도,59,경비원 및 검표원,중년
남성,1980,결혼,없음,312.0,320.3,광주/전남/전북/제주도,20,경영관련 사무원,청년
남성,1959,결혼,있음,312.0,208.3,광주/전남/전북/제주도,41,경영관련 사무원,중년
여성,1962,결혼,있음,930.0,108.0,광주/전남/전북/제주도,38,제조관련 단순 종사원,중년
남성,1972,무응답,없음,864.0,200.0,광주/전남/전북/제주도,28,전기 전자 부품 및 제품 조립원,청년
남성,1936,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,64,작물재배 종사자,노년
여성,1942,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,58,작물재배 종사자,중년
남성,1942,결혼,있음,248.0,241.61901596892534,광주/전남/전북/제주도,58,종교관련 종사자,중년
여성,1940,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,60,작물재배 종사자,노년
남성,1936,결혼,있음,611.0,241.61901596892534,광주/전남/전북/제주도,64,작물재배 종사자,노년
여성,1946,결혼,있음,611.0,18.0,광주/전남/전북/제주도,54,작물재배 종사자,중년
여성,1945,무응답,있음,953.0,117.0,광주/전남/전북/제주도,55,판매관련 단순 종사원,중년
남성,1986,무응답,없음,259.0,200.0,광주/전남/전북/제주도,14,기타 교육 전문가,청년
남성,1969,결혼,있음,930.0,169.6,광주/전남/전북/제주도,31,제조관련 단순 종사원,중년
남성,1965,결혼,없음,761.0,241.61901596892534,광주/전남/전북/제주도,35,전기 및 전자기기 설치 및 수리원,중년
남성,1975,결혼,있음,761.0,300.0,광주/전남/전북/제주도,25,전기 및 전자기기 설치 및 수리원,청년
남성,1977,무응답,있음,854.0,422.0,부산/경남/울산,23,운송차량 및 기계 관련 조립원,청년
여성,1959,무응답,있음,442.0,241.61901596892534,부산/경남/울산,41,음식서비스 종사자,중년
여성,1980,무응답,있음,313.0,150.0,부산/경남/울산,20,회계 및 경리 사무원,청년
남성,1965,결혼,없음,772.0,241.61901596892534,부산/경남/울산,35,건설관련 기능 종사자,중년
여성,1969,결혼,없음,952.0,170.0,부산/경남/울산,31,음식관련 단순 종사원,중년
남성,1951,결혼,있음,873.0,241.61901596892534,부산/경남/울산,49,자동차 운전원,중년
남성,1950,결혼,있음,910.0,241.61901596892534,부산/경남/울산,50,건설 및 광업 단순 종사원,중년
여성,1954,이혼,있음,941.0,95.0,부산/경남/울산,46,청소원 및 환경 미화원,중년
남성,1959,결혼,있음,761.0,300.0,부산/경남/울산,41,전기 및 전자기기 설치 및 수리원,중년
여성,1966,결혼,있음,951.0,85.0,부산/경남/울산,34,가사 및 육아 도우미,중년
남성,1983,무응답,있음,153.0,213.0,부산/경남/울산,17,환경 청소 및 경비 관련 관리자,청년
남성,1959,결혼,없음,854.0,667.0,부산/경남/울산,41,운송차량 및 기계 관련 조립원,중년
남성,1973,이혼,없음,874.0,241.61901596892534,부산/경남/울산,27,물품이동 장비 조작원,청년
여성,1975,이혼,없음,247.0,153.0,부산/경남/울산,25,사회복지관련 종사자,청년
여성,1957,이혼,없음,952.0,112.0,부산/경남/울산,43,음식관련 단순 종사원,중년
남성,1950,결혼,없음,910.0,213.0,부산/경남/울산,50,건설 및 광업 단순 종사원,중년
여성,1953,결혼,없음,941.0,111.0,부산/경남/울산,47,청소원 및 환경 미화원,중년
남성,1951,결혼,없음,611.0,241.61901596892534,부산/경남/울산,49,작물재배 종사자,중년
남성,1951,결혼,없음,159.0,241.61901596892534,부산/경남/울산,49,기타 판매 및 고객서비스 관리자,중년
여성,1952,결혼,없음,611.0,241.61901596892534,부산/경남/울산,48,작물재배 종사자,중년
여성,1986,무응답,없음,243.0,375.0,서울,14,간호사,청년
남성,1955,결혼,없음,312.0,250.0,부산/경남/울산,45,경영관련 사무원,중년
남성,1986,결혼,없음,151.0,241.61901596892534,부산/경남/울산,14,판매 및 운송 관리자,청년
남성,1959,결혼,없음,521.0,241.61901596892534,부산/경남/울산,41,매장 판매 종사자,중년
남성,1988,무응답,없음,312.0,237.0,부산/경남/울산,12,경영관련 사무원,청년
남성,1968,결혼,있음,312.0,375.0,부산/경남/울산,32,경영관련 사무원,중년
남성,1955,결혼,없음,873.0,241.61901596892534,부산/경남/울산,45,자동차 운전원,중년
남성,1977,무응답,없음,999.0,100.0,부산/경남/울산,23,기타 서비스관련 단순 종사원,청년
남성,1969,무응답,있음,320.0,505.8,서울,31,금융 및 보험관련 사무 종사자,중년
남성,1979,결혼,없음,222.0,350.0,수도권,21,정보시스템 개발 전문가,청년
여성,1979,결혼,없음,259.0,58.3,수도권,21,기타 교육 전문가,청년
남성,1963,결혼,없음,772.0,241.61901596892534,수도권,37,건설관련 기능 종사자,중년
남성,1963,결혼,없음,873.0,241.61901596892534,수도권,37,자동차 운전원,중년
남성,1955,결혼,없음,730.0,207.5,수도권,45,목재 가구 악기 및 간판 관련 기능 종사자,중년
여성,1960,결혼,없음,722.0,241.61901596892534,수도권,40,의복 제조관련 기능 종사자,중년
여성,1949,결혼,없음,941.0,88.3,수도권,51,청소원 및 환경 미화원,중년
남성,1947,결혼,있음,274.0,241.61901596892534,수도권,53,기술영업 및 중개 관련 종사자,중년
여성,1942,결혼,있음,941.0,103.4,수도권,58,청소원 및 환경 미화원,중년
여성,1947,결혼,있음,421.0,55.0,수도권,53,의료 복지 관련 서비스 종사자,중년
남성,1972,결혼,없음,761.0,241.61901596892534,부산/경남/울산,28,전기 및 전자기기 설치 및 수리원,청년
여성,1973,결혼,없음,953.0,119.0,부산/경남/울산,27,판매관련 단순 종사원,청년
남성,1979,결혼,없음,312.0,316.7,부산/경남/울산,21,경영관련 사무원,청년
여성,1973,이혼,없음,314.0,146.0,부산/경남/울산,27,비서 및 사무 보조원,청년
남성,1944,결혼,있음,921.0,241.61901596892534,부산/경남/울산,56,하역 및 적재 단순 종사원,중년
남성,1957,결혼,있음,312.0,642.0,부산/경남/울산,43,경영관련 사무원,중년
여성,1958,결혼,있음,259.0,241.61901596892534,부산/경남/울산,42,기타 교육 전문가,중년
여성,1986,결혼,있음,259.0,307.17,부산/경남/울산,14,기타 교육 전문가,청년
남성,1989,무응답,있음,254.0,160.0,부산/경남/울산,11,문리 기술 및 예능 강사,청년
남성,1984,결혼,있음,235.0,508.0,부산/경남/울산,16,전기 전자 및 기계 공학 기술자 및 시험원,청년
여성,1942,무응답,있음,530.0,241.61901596892534,부산/경남/울산,58,방문 노점 및 통신 판매 관련 종사자,중년
여성,1937,무응답,있음,941.0,30.0,부산/경남/울산,63,청소원 및 환경 미화원,노년
남성,1962,결혼,있음,742.0,625.92,부산/경남/울산,38,제관원 및 판금원,중년
남성,1952,결혼,없음,743.0,344.57,부산/경남/울산,48,용접원,중년
남성,1978,무응답,없음,753.0,385.5,부산/경남/울산,22,기계장비 설치 및 정비원,청년
남성,1952,결혼,있음,851.0,251.33,부산/경남/울산,48,금속공작기계 조작원,중년
